Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-05-03,23.341569900512695,23.49284297813635,23.129785860646688,23.197859250508593,43989500
2010-05-04,22.789417266845703,23.10709258239079,22.501997430238546,23.084402415847983,82085600
2010-05-05,22.577634811401367,22.759163358063955,22.456615780292978,22.517125295847173,66833800
2010-05-06,21.91958999633789,22.600322327140464,21.110274779732347,22.38097589998274,128613000
2010-05-07,21.337188720703125,21.896903572866094,20.66402014379623,21.881775832502615,173718100
2010-05-10,21.88933753967285,22.29777639050155,21.71537142800487,21.942283183052442,86653300
2010-05-11,21.84395408630371,22.42635904248779,21.60947990702384,21.69268102723887,63789400
2010-05-12,22.26751708984375,22.373408351562915,21.87420462822936,21.919586391443254,47146800
2010-05-13,22.116247177124023,22.48686811213127,22.070865404563687,22.13137491553098,45188800
2010-05-14,21.881772994995117,22.093555561978146,21.66242511615065,22.085993135437786,63334000
2010-05-17,21.88933753967285,22.10868398262553,21.518716593355126,22.02548430416928,46053300
2010-05-18,21.729782104492188,22.033694847030976,21.57782500863766,21.93492374914472,52690600
2010-05-19,21.456260681152344,21.79816343450226,21.114359376972743,21.66900033314455,61746700
2010-05-20,20.597700119018555,21.1523408906703,20.54451558600672,21.00798183737401,87991100
2010-05-21,20.39256477355957,20.59770642007724,20.08865202825762,20.233009676544622,117596300
2010-05-24,19.959484100341797,20.407755834623288,19.95188610240161,20.4001578366831,73711700
2010-05-25,19.807533264160156,20.005076925170965,19.283282834907258,19.488424496245834,98373600
2010-05-26,19.002159118652344,20.21781132018579,18.660256438818873,19.92909317962197,176684100
2010-05-27,19.754350662231445,20.02787290436614,19.549208980630425,19.549208980630425,136433600
2010-05-28,19.60238265991211,19.84551421196916,19.496013602191336,19.632774647357888,67496900
2010-06-01,19.670772552490234,19.98988132682686,19.389653780557023,19.397251781037706,76152400
2010-06-02,20.103843688964844,20.119039686338272,19.5492028273653,19.799930987346606,65718800
2010-06-03,20.40775489807129,20.460939432041922,20.065852252303134,20.1722213202444,67837000
2010-06-04,19.59479522705078,20.18742476621725,19.4656321186634,19.830327442638215,89832200
2010-06-07,19.214906692504883,19.625188629261498,19.17691668500943,19.617590627762407,80456200
2010-06-08,19.078134536743164,19.192101595015597,18.728633915648636,19.18450359790813,87355000
2010-06-09,18.835010528564453,19.389651454586218,18.804618530287527,19.16171581501998,87794000
2010-06-10,18.99456024169922,19.108527313315424,18.827408633273443,19.09333131732128,78930900
2010-06-11,19.496021270751953,19.5416078206819,18.81981522497163,19.024956873411828,68057700
2010-06-14,19.37445640563965,19.723955707943556,19.351662405814057,19.647978606865532,50972400
2010-06-15,20.19502067565918,20.24820522375258,19.556803200197876,19.56440119980697,81641500
2010-06-16,19.997480392456055,20.19502406796457,19.92909983365809,20.111447507395837,48698000
2010-06-17,20.03546905517578,20.263403269791365,19.784740839430484,20.179826714819466,47995500
2010-06-18,20.088651657104492,20.157032204680334,19.88351001437697,20.035467108805562,52075600
2010-06-21,19.71636199951172,20.430556706962623,19.6707739932885,20.346981593894423,54625300
2010-06-22,19.579591751098633,20.09624398739897,19.571993753603646,19.87590640755389,55985400
2010-06-23,19.230098724365234,19.587197502137048,19.161718169011927,19.587197502137048,61466200
2010-06-24,18.99456024169922,19.541603054958976,18.94137570488965,19.34405945454491,85243400
2010-06-25,18.637468338012695,19.078142203138448,18.470315232818905,19.03255420217449,156256700
2010-06-28,18.47031021118164,18.69824580652009,18.325952594887575,18.622267274740608,73784800
2010-06-29,17.710540771484375,18.386748605816187,17.55858504572957,18.33356258017243,119882100
2010-06-30,17.482601165771484,17.991655663744982,17.43701460676253,17.70293740862358,81050500
2010-07-01,17.596569061279297,17.71813419009323,17.26986223415286,17.543384498569534,92239400
2010-07-02,17.680143356323242,17.839697023926824,17.512990238829442,17.748523913630624,62485100
2010-07-06,18.09801483154297,18.30315640802217,17.915667246618053,18.006841763665403,73592000
2010-07-07,18.46271324157715,18.47790923861355,17.938464386351626,18.09801800772373,79965300
2010-07-08,18.546289443969727,18.70584451165447,18.211984761005997,18.690648514890203,50758100
2010-07-09,18.439929962158203,18.546299096528625,18.34875538329015,18.485516527006848,53806100
2010-07-12,18.865406036376953,18.91099259660437,18.55389521801012,18.56149321957646,49854200
2010-07-13,19.09333610534668,19.22249920534719,18.91858645510196,19.1009341052491,61928700
2010-07-14,19.328876495361328,19.458039640404845,19.085746210378424,19.37446306150292,72808100
2010-07-15,19.382049560546875,19.442832095717346,18.97936435931129,19.374451562504323,56934700
2010-07-16,18.910987854003906,19.480824786037,18.903389854343033,19.38205368878618,65064800
2010-07-19,19.169313430786133,19.222497977535667,18.926183246119564,18.964171794034886,38181800
2010-07-20,19.359264373779297,19.359264373779297,18.766634748547048,18.888199874193184,45530700
2010-07-21,19.08574104309082,19.488424925131767,18.979370485331536,19.45043637182729,73297300
2010-07-22,19.632776260375977,19.746743324321667,19.351656150084757,19.382048140027525,73016400
2010-07-23,19.6099910736084,19.769546194115023,19.18451316754155,19.632785076300912,108520100
2010-07-26,19.83032989501953,19.906308459203018,19.60239420246908,19.647982210481516,67249900
2010-07-27,19.875917434692383,19.936699999204535,19.723960298826675,19.86072143127168,60672100
2010-07-28,19.71636199951172,19.89870967689305,19.625187436235795,19.807535113617124,69704800
2010-07-29,19.77713966369629,20.065856385798572,19.450432945810704,19.853116756922567,69446200
2010-07-30,19.6099910736084,19.632785076300912,19.26049172734611,19.564404517393857,83534800
2010-08-02,20.005069732666016,20.043058271476294,19.56439601628541,19.746743611080504,55044600
2010-08-03,19.875917434692383,20.020276568847738,19.731558300537028,19.906309441533782,56877700
2010-08-04,19.549203872680664,19.93669313140213,19.328867695664623,19.868312588735392,78531900
2010-08-05,19.275680541992188,19.43523415383701,19.154114022130006,19.366853620426383,64922100
2010-08-06,19.412437438964844,19.420035435964483,19.009753742172215,19.131318795826942,55982100
2010-08-09,19.458032608032227,19.54920570736433,19.275684960197733,19.412444609195887,57096500
2010-08-10,19.04775047302246,19.252892132762728,18.90339136626038,19.24529413249416,87257700
2010-08-11,18.88819694519043,18.91858749730398,18.660261283072078,18.751435837753498,76746900
2010-08-12,18.607078552246094,18.751437674141563,18.50830743674111,18.55389399396106,70240500
2010-08-13,18.538700103759766,18.74384180837509,18.41713497121084,18.500711543277237,45263500
2010-08-16,18.614673614501953,18.698250163852578,18.462716515531778,18.50830451472501,40909700
2010-08-17,18.87437629699707,19.065335190120393,18.790355374715308,18.87437629699707,52912600
2010-08-18,18.958396911621094,19.05769634266731,18.64522447259952,18.851460407633414,46818900
2010-08-19,18.668149948120117,18.897300137129466,18.492466582518155,18.805640644286274,54064600
2010-08-20,18.507732391357422,18.637584474642615,18.48481826053682,18.568839168379835,49560100
2010-08-23,18.545934677124023,18.820914588200136,18.515380544281545,18.66814829469146,51643000
2010-08-24,18.36260986328125,18.599398508628134,18.332055737739257,18.40080106330785,66522500
2010-08-25,18.408437728881836,18.500097182415768,18.232755895524512,18.33205387966973,47404800
2010-08-26,18.19455909729004,18.477178837916725,18.171644967577343,18.400795006106776,49105300
2010-08-27,18.278581619262695,18.34732692280822,17.95777068835038,18.240388974570497,60939400
2010-08-30,18.057064056396484,18.194554628505095,18.026511405316825,18.13344786944572,45453100
2010-08-31,17.927217483520508,18.125814875309846,17.812642457422946,18.026516907865428,66074600
2010-09-01,18.255672454833984,18.293865112962443,17.98069260081377,18.079990598145887,65235900
2010-09-02,18.286218643188477,18.293857171498242,18.110535405864503,18.24038747332989,48837100
2010-09-03,18.55356788635254,18.675781468850552,18.484822564084805,18.515375231258894,64189100
2010-09-07,18.30150032043457,18.561204541607417,18.27094765394995,18.408438295382727,51928700
2010-09-08,18.278581619262695,18.484817529899274,18.133452483233203,18.38551811059999,65512400
2010-09-09,18.339691162109375,18.492457393235803,18.324414101926536,18.47718178995361,46028900
2010-09-10,18.21747589111328,18.35496650610214,18.171646171750496,18.316773859216063,58284300
2010-09-13,19.17991065979004,19.31740128854706,18.400798068100688,18.484820442763457,114680400
2010-09-14,19.118806838989258,19.363234013821256,19.011868857324597,19.126445370315366,87160400
2010-09-15,19.187549591064453,19.263931980281278,19.034781898829433,19.172272530460816,56201900
2010-09-16,19.347959518432617,19.37851364779126,19.134084983625357,19.141723515965015,44548300
2010-09-17,19.26392936706543,19.50071940359843,19.15699287114762,19.401419980045755,70341600
2010-09-20,19.424335479736328,19.49308078591467,19.179908371946883,19.309760455072585,49838700
2010-09-21,19.210458755493164,19.416694649588834,19.156990514112874,19.416694649588834,52675700
2010-09-22,18.797998428344727,19.072978309914042,18.60703948927386,19.011871507687406,94299400
2010-09-23,18.66050148010254,18.782715043432596,18.607033228258217,18.721608261767567,46201800
2010-09-24,18.92784881591797,18.943124422387076,18.775081096019303,18.820910829228524,51948800
2010-09-27,18.8896484375,19.08824580944331,18.782711951415276,18.981309323358587,43603300
2010-09-28,18.851463317871094,19.019506629636744,18.599397621772205,18.943122776324785,56041200
2010-09-29,18.713977813720703,18.83619142982964,18.637593939427312,18.813275830471255,44318900
2010-09-30,18.706331253051758,18.96603544006028,18.607033278913484,18.79799215424913,61262700
2010-10-01,18.62230682373047,18.95839481511203,18.56120004865204,18.92020362702568,62672300
2010-10-04,18.2633113861084,18.32441818355017,18.164013386603383,18.30150258817164,98143400
2010-10-05,18.59940528869629,18.67578917349471,18.263317069724096,18.377892168471014,78152900
2010-10-06,18.66050148010254,18.744523851229676,18.43134995618324,18.576479108975406,50489700
2010-10-07,18.736888885498047,18.904932202816546,18.545929974358486,18.805634210060358,50096100
2010-10-08,18.767436981201172,18.828543759601764,18.614670763649947,18.805629628264366,41327800
2010-10-11,18.78271484375,18.89728987604128,18.713969532995115,18.89728987604128,27587800
2010-10-12,18.966039657592773,19.04242351609285,18.660505680493394,18.828549003672823,50141500
2010-10-13,19.355594635009766,19.508362341041266,19.011868024889296,19.11116747088002,75336500
2010-10-14,19.271575927734375,19.355598327772014,19.095894052111216,19.317407122428232,51949100
2010-10-15,19.50836181640625,19.515998890291705,19.271571732735296,19.370871176055573,68954800
2010-10-18,19.722232818603516,19.821532251691803,19.439614493138208,19.546550999325014,48330500
2010-10-19,19.17227554321289,19.37851152306811,19.05770048448252,19.302127664947555,66150900
2010-10-20,19.332677841186523,19.401423158940506,19.172273071027718,19.2944866455013,56283600
2010-10-21,19.416706085205078,19.50836702219877,19.134086198300594,19.401429019555934,50032400
2010-10-22,19.38614845275879,19.50836349897867,19.302127520665056,19.49308643608857,25837900
2010-10-25,19.241018295288086,19.363231869167826,19.225741234327938,19.279209490787736,50912400
2010-10-26,19.783344268798828,19.836812534505967,19.141722166511215,19.18755335731817,69304200
2010-10-27,19.89791488647461,19.94374606704208,19.569466833811614,19.699318931618155,64805500
2010-10-28,20.073591232299805,20.149973593065138,19.798610071464143,20.02012154010387,80730300
2010-10-29,20.371496200561523,20.776329606763532,20.22636702371162,20.738136951328908,114193200
2010-11-01,20.585372924804688,20.791607458834587,20.394413997698525,20.531903201418128,61912100
2010-11-02,20.921459197998047,20.94437479330847,20.638840807007664,20.66939347718726,54402100
2010-11-03,20.6464786529541,20.997842361303373,20.59300893233924,20.974926766754148,110255300
2010-11-04,20.730501174926758,20.9520142351799,20.63120317140361,20.93673717097602,93599300
2010-11-05,20.508989334106445,20.768693594961206,20.264562137278677,20.753416530934217,110953700
2010-11-08,20.47843360900879,22.051936115452207,20.30275175710229,20.3791356143793,71670800
2010-11-09,20.585372924804688,20.70758652160055,20.4020510727099,20.47843493493256,58538600
2010-11-10,20.577730178833008,20.684666689904894,20.478430741208516,20.63119843436895,52277300
2010-11-11,20.379133224487305,20.409685889674613,20.073599288110582,20.379133224487305,62073100
2010-11-12,20.065961837768555,20.256920740396193,19.936109725705727,20.21872808573018,64962200
2010-11-15,20.01249122619629,20.241641299658585,19.989575636089803,20.111789202856446,51794600
2010-11-16,19.83573341369629,20.012496200721955,19.712768888893155,20.012496200721955,65339200
2010-11-17,19.651287078857422,19.9125870665423,19.635916146440007,19.904901600333595,58299700
2010-11-18,19.858781814575195,20.04322852750241,19.6820205645848,19.75887226224868,59514000
2010-11-19,19.74350929260254,19.851102877383443,19.674341569285488,19.828046480993542,52423200
2010-11-22,19.77424430847168,19.781929771843934,19.551371734085233,19.712762067345874,53350500
2010-11-23,19.30544662475586,19.67434014517636,19.282390230034874,19.651283750455374,69742500
2010-11-24,19.497575759887695,19.566742001384057,19.33618395412334,19.366925808879333,56825900
2010-11-26,19.405351638793945,19.528316125969603,19.343869395206116,19.374609784073872,21356500
2010-11-29,19.451467514038086,19.536006168480057,19.159427155010835,19.35924485996744,56603600
2010-11-30,19.413040161132812,19.574430526284416,19.21322247152663,19.251648330128667,75282100
2010-12-01,20.012489318847656,20.173879652458236,19.6435944054407,19.651279868829626,74123500
2010-12-02,20.665740966796875,20.734908682771962,20.135457098791182,20.166197491528724,91759200
2010-12-03,20.765657424926758,20.79639782785437,20.581210609802124,20.604265545534588,52622000
2010-12-06,20.6273136138916,20.734907179451,20.565831367021605,20.6964813248519,36264200
2010-12-07,20.65037727355957,20.85019354681824,20.635006339969546,20.81176767869609,57860500
2010-12-08,20.927032470703125,20.934717932254458,20.59656495325539,20.619621337909386,41666800
2010-12-09,20.811758041381836,21.011575687963724,20.757961264581372,20.965464374399357,47148300
2010-12-10,21.011577606201172,21.05768892397524,20.834816333190282,20.896298578839826,37625800
2010-12-13,20.942407608032227,21.09611393828527,20.88092536910145,20.957778534227973,47943900
2010-12-14,21.22676658630371,21.32667468761297,20.950095742905155,20.98852159744278,64070500
2010-12-15,21.403528213500977,21.511121780652488,21.15759922238186,21.15759922238186,69634200
2010-12-16,21.511123657226562,21.511123657226562,21.257509179778758,21.334362362671058,57680200
2010-12-17,21.441953659057617,21.587974544439774,21.32667462990429,21.45732458717203,87456500
2010-12-20,21.372785568237305,21.51112098710168,21.27287746897545,21.48038059727202,52811000
2010-12-21,21.572601318359375,21.626398095176874,21.334357821373786,21.40352552466835,38153000
2010-12-22,21.664833068847656,21.8262234563439,21.50344121549866,21.52649761336359,42252300
2010-12-23,21.749364852905273,21.764735780991998,21.488064938840484,21.495750402883846,24902500
2010-12-27,21.572601318359375,21.67251087460807,21.426580448531716,21.61102863455204,21652800
2010-12-28,21.52649688720703,21.649461406633165,21.488069558728427,21.49575502442415,23042200
2010-12-29,21.49575424194336,21.61103475733007,21.42658651905239,21.47269931154813,19502500
2010-12-30,21.403528213500977,21.51880724485651,21.34973142992522,21.457324997076732,20786100
2010-12-31,21.44963836669922,21.4573238304854,21.234449778243153,21.365099730903562,24752000
2011-01-03,21.50343894958496,21.65714532078225,21.457327624566812,21.557235739748233,53443800
2011-01-04,21.58797264099121,21.649454882175483,21.40352591743839,21.47269362200223,54405600
2011-01-05,21.518808364868164,21.5264938294722,21.342047076532772,21.44195518468028,58998700
2011-01-06,22.148998260498047,22.17205465062162,21.4112113667708,21.549546775807723,88026300
2011-01-07,21.97992706298828,22.087520641040445,21.710941652005314,22.010667457066376,73762000
2011-01-10,21.687885284423828,21.8262207225812,21.54955131211902,21.718627144393274,57573600
2011-01-11,21.603349685668945,21.710943271748118,21.557236892332725,21.672517409820603,50298900
2011-01-12,21.941505432128906,21.972247300037402,21.572611812344622,21.61103914723024,52631100
2011-01-13,21.664833068847656,21.818537990388926,21.52649761336359,21.77242666051182,67077600
2011-01-14,21.749364852905273,21.81084709939979,21.449639084476058,21.58028904150845,62688400
2011-01-18,22.026037216186523,22.087519466927034,21.62640185344695,21.641772782595197,53322700
2011-01-19,21.88001823425293,22.04141007271728,21.726313326887364,21.87233276900676,50005900
2011-01-20,21.787796020507812,21.94150093095981,21.618718713402185,21.90307506980997,58613600
2011-01-21,21.534177780151367,21.849274477502096,21.534177780151367,21.826218085310927,58080300
2011-01-24,21.810853958129883,21.949189422707175,21.51112809544765,21.534184494828146,52047800
2011-01-25,21.86464500427246,21.86464500427246,21.61103055823459,21.62640002022752,42436600
2011-01-26,22.118261337280273,22.279651695867415,21.90307272664494,21.910758191223252,74628800
2011-01-27,22.187427520751953,22.64085817274651,21.895385750349327,22.095203418032078,146938600
2011-01-28,21.32667350769043,22.23353769678805,21.096115461515783,22.210481305829664,141249400
2011-01-31,21.31130599975586,21.44195597111139,21.073062451702548,21.342047859299534,65029000
2011-02-01,21.511123657226562,21.56492044549541,21.219083321258882,21.36510275631645,62810700
2011-02-02,21.472702026367188,21.603352023251404,21.42658922804135,21.46501655997955,45824000
2011-02-03,21.24982261657715,21.49575161643928,21.16528543903233,21.49575161643928,60340100
2011-02-04,21.342044830322266,21.395841611036026,21.1422271692052,21.288248049608505,40412200
2011-02-07,21.67251968383789,21.78011328120646,21.3574228922418,21.36510689275142,68980900
2011-02-08,21.733999252319336,21.780110578920084,21.557236479619952,21.595663806664447,34904200
2011-02-09,21.49575424194336,21.71862834144818,21.44964291530026,21.664831549389124,52905100
2011-02-10,21.134550094604492,21.472703306556983,20.97315968840055,21.46501783971114,76672400
2011-02-11,20.942407608032227,21.37278328054767,20.80407220397493,21.334357430910508,83939700
2011-02-14,20.927032470703125,20.957774316908452,20.71184541067346,20.91166154760046,56766200
2011-02-15,20.84200096130371,21.128037983145713,20.83427154609292,20.903848079121612,44116500
2011-02-16,20.88839340209961,20.92704638936207,20.563703295737344,20.911584604650304,70817900
2011-02-17,21.03526496887207,21.158957707575517,20.803344217149988,20.84972807259117,57207300
2011-02-18,20.91930389404297,21.035264266029476,20.865189152083676,20.973418636002265,68667800
2011-02-22,20.555967330932617,20.950233896690527,20.501852572311908,20.702851300414956,60889000
2011-02-23,20.555967330932617,20.76469694948385,20.43227603279483,20.509583462760094,60234100
2011-02-24,20.69511604309082,20.919305920715537,20.48638646858361,20.594615962987525,64494200
2011-02-25,20.525049209594727,20.83427901142151,20.486396221624865,20.803355441432043,53006300
2011-02-28,20.548236846923828,20.764697360204785,20.494122087232743,20.633275169019313,51379900
2011-03-01,20.223548889160156,20.702853833987874,20.215817997765882,20.56370073792445,60055000
2011-03-02,20.161699295043945,20.385890678144182,20.130777210022536,20.18489196469736,48658200
2011-03-03,20.254465103149414,20.409078451365957,20.23900332597289,20.300848960162753,68271500
2011-03-04,20.06120491027832,20.285394866186113,19.94524301204945,20.269933083153358,70437200
2011-03-07,19.883398056030273,20.30858825733334,19.75197584464814,20.20035724680186,64980400
2011-03-08,20.0302791595459,20.115317482434282,19.829280425593023,19.92204963915459,50549800
2011-03-09,20.014820098876953,20.08439664987673,19.837014012773885,19.952974439601242,39789100
2011-03-10,19.643739700317383,19.875660477904926,19.59735583970314,19.806085424241736,66549500
2011-03-11,19.85247230529785,19.98389449246363,19.605089711695577,19.64374268900222,49905800
2011-03-14,19.860200881958008,19.91431563368959,19.5973565382477,19.705586041710863,54473400
2011-03-15,19.628286361694336,19.690132027277784,19.32678892628965,19.3886345918731,76067300
2011-03-16,19.16444206237793,19.543246898092587,19.07940373054841,19.496861549176423,100725400
2011-03-17,19.15671157836914,19.496861963888907,19.133518903417734,19.373170646515025,62497000
2011-03-18,19.172170639038086,19.465938604564265,19.172170639038086,19.373169385314757,85486700
2011-03-21,19.581897735595703,19.775165578021447,19.442744653126507,19.46593732504358,46878100
2011-03-22,19.55870819091797,19.682399511886107,19.504593422309018,19.55870819091797,30895600
2011-03-23,19.74424171447754,19.79835646956781,19.46593557456588,19.504588549768503,43969000
2011-03-24,19.95296859741211,19.99935393417498,19.71331692220286,19.79062434229125,38696700
2011-03-25,19.806089401245117,20.06120289762398,19.782896729022806,20.045741116142437,57029800
2011-03-28,19.643739700317383,19.883391367093356,19.62054703275209,19.837007506479114,48973200
2011-03-29,19.705589294433594,19.728781966653905,19.558705319404897,19.58962888236531,40763500
2011-03-30,19.798357009887695,19.88339385255752,19.71331869270134,19.790626119732888,41999300
2011-03-31,19.628286361694336,19.852477821007447,19.58963337364855,19.790632155424,63233700
2011-04-01,19.697853088378906,19.736507531648822,19.566430930293677,19.736507531648822,63114200
2011-04-04,19.751964569091797,19.837002855711038,19.643735094860762,19.674658644364484,35433700
2011-04-05,19.929777145385742,20.239005347217297,19.898853587944398,19.96069922831071,73651100
2011-04-06,20.21581268310547,20.339503963862377,19.991622789677216,20.084390512986708,65581400
2011-04-07,20.254465103149414,20.300848960162753,20.076657614651854,20.24673421456115,46134700
2011-04-08,20.153968811035156,20.31631455284554,20.068930495109885,20.23127623692027,39887600
2011-04-11,20.084392547607422,20.2931221579734,19.945239474030103,20.246738291619803,34286300
2011-04-12,19.82154655456543,19.983892285258822,19.75197002348489,19.968430506237276,36920400
2011-04-13,19.813810348510742,19.999348697951838,19.75969561097209,19.8292721233835,38144700
